TRACTCE,date_Opened,docket_number,problem code,Process Type,Type of Eviction,Result,Is Section 8 Client?,Other subsidized housing?,Originally a no-cause case?,language,gender,race,marital,veteran_household,disabled,disabled person in household,female-headed household?,seniors in household?,occupation,poverty,income,income1,adults,children,number of persons in household,client_age,ageRange,main benefit,city,zip,special problem code 2,special problem code 3,
601605,12/3/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,M,Hispanic & Other,D,No,No,Unknown,Unknown,Unknown,Employed,62.86,12000,Employment or Self-Employment,1,2,3,54,Adult,610 UD-settlement move out,Daly City,94015,6720 FC Term notice Post FC new tenancy,,
601605,1/14/2014,CLJ209284,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,M,White,S,No,No,Unknown,Unknown,Unknown,Employed,63.45,9600,Employment or Self-Employment,1,1,2,32,Adult,610 UD-settlement move out,Daly City,94015,,,
601605,1/14/2014,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,M,Asian & White,S,No,No,Unknown,Unknown,Unknown,Employed,323.12,48888,Employment or Self-Employment,1,1,2,35,Adult,610 UD-settlement move out,Daly City,94015,,,
601800,4/30/2013,CLJ207823,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,6,2,8,43,Adult,610 UD-settlement move out,South San Francisco,94080,,,
602000,1/14/2013,CLJ207593,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Not Employed,156.18,36000,Employment or Self-Employment,2,2,4,25,Adult,602 Extended time in home before eviction,South San Francisco,94080,,,
602700,5/28/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Pay and stay,No,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,77.14,30000,Employment or Self-Employment,6,2,8,32,Adult,609 UD-obtained dismissal,Pacifica,94044,,,
603700,9/6/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,M,White,P,No,No,Unknown,Unknown,Yes,Not Employed,62.20,16800,State Disability Insurance (SDI),5,0,5,62,Senior (60+),602 Extended time in home before eviction,San Bruno,94066,,,
603700,1/14/2014,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,M,White,P,No,No,Unknown,Unknown,Yes,Not Employed,25.34,7200,State Disability Insurance (SDI),5,0,5,62,Senior (60+),602 Extended time in home before eviction,San Bruno,94066,6314 Pvt LL/T UD Post Judgmt NTV Stay App,,
603700,9/13/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,F,Native Hawaiian/Pacific Islander: Unspecified,S,No,No,Unknown,Unknown,Unknown,Employed,384.77,134400,Employment or Self-Employment,4,3,7,36,Adult,610 UD-settlement move out,San Bruno,94066,,,
603700,1/30/2015,CLJ210651,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,M,Asian: Unspecified,D,No,No,Unknown,Unknown,Unknown,Employed,61.84,21600,Employment or Self-Employment,5,2,7,54,Adult,,San Bruno,94066,,,
604101,10/11/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,F,Black/African American & White,S,No,No,Unknown,Yes,Unknown,Employed,96.69,10800,Employment or Self-Employment,1,0,1,20,Adult,601 Educated clients on rights,San Bruno,94066,,,
604400,4/8/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,M,Native Hawaiian/Pacific Islander: Other Pacific Islander,Unknown,No,Yes,Yes,Unknown,Unknown,Retired,118.97,18000,SSI,2,0,2,59,Adult,601 Educated clients on rights,Millbrae,94030,,,
605700,2/25/2013,CLJ207524,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,F,Asian: Other,P,No,No,Unknown,Yes,Unknown,Could Not Determine,0.00,0,Other/Unknown,1,0,1,49,Adult,617 Other unfavorable outcome,Hillsborough,,,,
607701,3/19/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,M,Native Hawaiian/Pacific Islander: Unspecified,M,No,Yes,Yes,Unknown,Unknown,Not Employed,78.41,33600,Employment or Self-Employment,5,4,9,57,Adult,601 Educated clients on rights,San Mateo,94401,,,
610304,8/1/2014,CLJ209873,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,F,White,M,No,No,Unknown,Yes,Unknown,Employed,397.49,44400,Employment or Self-Employment,1,0,1,51,Adult,610 UD-settlement move out,Redwood City,94065,,,
610500,8/2/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,119.74,27600,Employment or Self-Employment,2,2,4,29,Adult,607 UD-obtained favorable judgment on motion,Redwood City,94063,,,
610500,8/2/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Not Employed,76.50,14604,Welfare (CAL Works),1,2,3,52,Adult,607 UD-obtained favorable judgment on motion,Redwood City,94063,,,
610900,2/1/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,F,Asian: Asian Indian,S,No,No,Unknown,Unknown,Unknown,Employed,357.92,82500,Employment or Self-Employment,4,0,4,31,Adult,601 Educated clients on rights,Redwood City,94061,,,
611700,6/23/2015,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,,No,No,,English,F,Black/African American,S,No,No,Unknown,Yes,Unknown,Could Not Determine,0.00,0,Other/Unknown,1,0,1,Unknown,Unknown,601 Educated clients on rights,Menlo Park,94025,,,
611900,2/24/2014,CLJ210635,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Unknown,0.00,0,Other/Unknown,4,2,6,52,Adult,610 UD-settlement move out,East Palo Alto,94303,,,
613800,8/30/2013,,6730 FC UD Tenant in possession,UD,Foreclosure - Tenant in Possession,Move,No,No,,English,M,Other,M,No,Yes,Yes,Unknown,Yes,Retired,182.42,27600,Social Security Benefits (All Types),2,0,2,69,Senior (60+),610 UD-settlement move out,La Honda,94020,,,
252315,9/23/2014,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,F,Black/African American & White,M,No,No,Unknown,Unknown,Unknown,Unknown,289.16,55200,Social Security Benefits (All Types),2,1,3,39,Adult,601 Educated clients on rights,Fairfield,94533,,,
600300,2/13/2015,CLJ210737,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,F,Asian: Unspecified,S,No,No,Unknown,Unknown,Unknown,Employed,25.14,4800,Employment or Self-Employment,3,0,3,55,Adult,,Daly City,94014,,,
600500,5/9/2014,CLJ209456,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,F,White,M,No,No,Unknown,Unknown,Unknown,Employed,142.76,21600,Employment or Self-Employment,2,0,2,Unknown,Unknown,602 Extended time in home before eviction,Daly City,94014,,,
600600,9/24/2013,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,M,Asian: Filipino,P,No,Yes,Yes,Unknown,Yes,Unknown,103.91,23952,Child/Spousal Support,3,1,4,64,Senior (60+),610 UD-settlement move out,Daly City,94014,,,
601100,12/24/2012,CLJ207204,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,Tagalog,F,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Employed,138.85,54000,Employment or Self-Employment,5,3,8,44,Adult,602 Extended time in home before eviction,Daly City,94015,,,
601200,6/11/2013,CLJ207721,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,M,Hispanic & White,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,21.49,2400,Food Stamps (CalFresh),1,0,1,53,Adult,610 UD-settlement move out,Daly City,94015,,,
601200,10/24/2014,CLJ219212,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,F,Black/African American & White,M,No,No,Unknown,Unknown,Unknown,Employed,0.00,Unknown,Employment or Self-Employment,4,2,6,59,Adult,,Daly City,94015,,,
601300,7/30/2014,CLJ209841,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,Tagalog,F,Asian: Filipino,S,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,Unknown,Not Applicable,4,2,6,34,Adult,,Daly City,94014,,,
601605,12/22/2014,CLJ210525,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,F,Native Hawaiian/Pacific Islander: Guamanian,D,No,No,Unknown,Yes,Unknown,Employed,257.83,28800,Employment or Self-Employment,1,0,1,33,Adult,,Daly City,94015,,,
602000,3/19/2013,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,F,White,M,No,No,Unknown,Unknown,Unknown,Employed,188.58,36000,Employment or Self-Employment,2,1,3,38,Adult,,South San Francisco,94080,,,
602200,12/15/2014,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,M,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Could Not Determine,47.61,33600,Employment or Self-Employment,12,4,16,45,Adult,,South San Francisco,94080,,,
602500,9/19/2014,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,F,Black/African American & White,P,No,No,Unknown,Yes,Yes,Employed,327.66,36600,Employment or Self-Employment,1,Unknown,1,68,Senior (60+),602 Extended time in home before eviction,South San Francisco,94080,6314 Pvt LL/T UD Post Judgmt NTV Stay App,,
602600,11/26/2013,CLJ208576,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,M,Black/African American,W,No,Yes,Yes,Unknown,Yes,Retired,224.42,25068,Pension,1,0,1,62,Senior (60+),602 Extended time in home before eviction,South San Francisco,94080,,,
603300,1/3/2014,CLJ208955,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,F,White,Unknown,No,No,Unknown,Unknown,Unknown,Employed,220.01,42000,Employment or Self-Employment,2,1,3,60,Senior (60+),602 Extended time in home before eviction,Pacifica,94044,,,
603700,8/15/2014,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,126.90,19200,State Disability Insurance (SDI),2,0,2,53,Adult,601 Educated clients on rights,San Bruno,94066,,,
603700,3/6/2015,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,M,Asian: Unspecified,M,No,No,Unknown,Unknown,Yes,Employed,252.38,48180,Employment or Self-Employment,3,0,3,66,Senior (60+),601 Educated clients on rights,San Bruno,94066,,,
603700,6/30/2015,CLJ211170,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,Other,M,Asian: Chinese,M,No,No,Unknown,Unknown,Unknown,Could Not Determine,55.52,8400,Other/Unknown,2,0,2,45,Adult,,San Bruno,94066,,,
605800,2/15/2013,CLJ207461,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,M,American Indian/Alaska Native & White,M,No,No,Unknown,Unknown,Yes,Retired,206.21,31200,Social Security Benefits (All Types),2,0,2,68,Senior (60+),610 UD-settlement move out,San Mateo,94402,,,
605900,1/18/2013,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,M,Asian: Chinese,S,Yes,Unknown,Unknown,Unknown,Unknown,Not Employed,3.40,400,Employment or Self-Employment,1,0,1,56,Adult,601 Educated clients on rights,San Mateo,94401,,,
608200,1/30/2014,CLJ209059,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,No,English,F,White,D,No,No,Yes,Yes,No,Employed,156.18,36000,Employment or Self-Employment,4,Unknown,4,50,Adult,602 Extended time in home before eviction,Foster City,94404,,,
608600,2/24/2014,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,158.63,24000,Employment or Self-Employment,2,0,2,57,Adult,602 Extended time in home before eviction,Belmont,94002,6314 Pvt LL/T UD Post Judgmt NTV Stay App,,
610303,3/11/2013,CLJ207599,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,English,F,Other,Unknown,No,Yes,Yes,Unknown,Unknown,Employed,313.84,47484,Employment or Self-Employment,2,0,2,53,Adult,610 UD-settlement move out,Redwood City,94065,,,
610700,3/20/2015,CLJ210764,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,M,White,W,No,No,Unknown,Unknown,Unknown,Could Not Determine,11.62,3600,Other/Unknown,6,0,6,59,Adult,,Redwood City,94061,,,
611800,5/6/2013,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,,No,No,,English,M,Black/African American,M,No,Yes,Yes,Unknown,Yes,Retired,79.31,12000,Social Security Benefits (All Types),2,0,2,75,Senior (60+),601 Educated clients on rights,East Palo Alto,94303,,,
612000,3/18/2013,CLJ207623,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Pay and stay,No,No,,English,M,Native Hawaiian/Pacific Islander: Unspecified,M,No,No,Unknown,Unknown,Unknown,Employed,130.15,30000,Employment or Self-Employment,2,2,4,37,Adult,609 UD-obtained dismissal,East Palo Alto,94303,,,
613502,8/12/2013,CLJ208151,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,88.86,24000,Employment or Self-Employment,3,2,5,45,Adult,602 Extended time in home before eviction,El Granada,94018,,,
613700,12/28/2012,,6740 FC UD Former owner,UD,Foreclosure - Former Owner,Move,No,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,220.36,59520,Employment or Self-Employment,4,1,5,46,Adult,602 Extended time in home before eviction,Half Moon Bay,94019,,,
600200,12/30/2014,,6750 FC UD Post FC new tenancy,UD,Foreclosure - New Tenancy,Move,No,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,106.63,28800,Employment or Self-Employment,4,1,5,50,Adult,610 UD-settlement move out,Daly City,94014,,,
601200,2/5/2013,,6750 FC UD Post FC new tenancy,UD,Foreclosure - New Tenancy,,No,No,,Spanish,F,Hispanic & Other,Unknown,No,No,Unknown,Yes,Unknown,Employed,0.00,0,Other/Unknown,1,2,3,37,Adult,607 UD-obtained favorable judgment on motion,Daly City,94015,,,
601300,4/23/2013,,6750 FC UD Post FC new tenancy,UD,Foreclosure - New Tenancy,,No,No,,English,M,Native Hawaiian/Pacific Islander: Unspecified,P,No,Yes,Yes,Unknown,Unknown,Not Employed,54.06,10320,SSI,2,1,3,52,Adult,601 Educated clients on rights,Daly City,94014,6780 FC Violation of occupants rights/harassment,,
601603,12/11/2012,CLJ207119,6750 FC UD Post FC new tenancy,UD,Foreclosure - New Tenancy,,No,No,,English,F,Asian: Filipino,Unknown,No,No,Unknown,Yes,Unknown,Employed,107.43,12000,Other/Unknown,1,0,1,44,Adult,616 Other favorable outcome,Daly City,94015,,,
601700,2/19/2013,,6750 FC UD Post FC new tenancy,UD,Foreclosure - New Tenancy,Move,No,No,,English,M,Asian: Filipino,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,5,0,5,29,Adult,602 Extended time in home before eviction,South San Francisco,94080,,,
613502,12/18/2012,CLJ207130,6750 FC UD Post FC new tenancy,UD,Foreclosure - New Tenancy,Move,No,No,,English,F,White,D,No,No,Unknown,Yes,Unknown,Not Employed,40.77,6168,Welfare (CAL Works),1,1,2,42,Adult,602 Extended time in home before eviction,El Granada,94038,,,
511100,7/24/2012,CLJ206283,6989 Facing Eviction (legacy code),UD,Cause - N/P,Move,Unknown,Unknown,,English,M,White,Unknown,Unknown,No,No,No,No,Employed,110.56,17612,Employment or Self-Employment,2,0,2,30,Adult,610 UD-settlement move out,East Palo Alto,94303,,,
511100,10/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,119.43,22800,Employment or Self-Employment,2,1,3,28,Adult,,East Palo Alto,94303,,,
600100,9/21/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,101.59,20410,Employment or Self-Employment,3,0,3,51,Adult,606 UD-lost at trial,Brisbane,94005,,,
600100,9/11/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,131.91,21014,Social Security Benefits (All Types),2,0,2,56,Adult,,Brisbane,94005,,,
600200,9/21/2012,CLJ206504,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Black/African American,S,Unknown,No,Unknown,Yes,Unknown,Employed,228.94,45994,Employment or Self-Employment,1,2,3,34,Adult,609 UD-obtained dismissal,Daly City,94014,,,
600200,7/24/2012,CLJ206301,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & White,D,Unknown,Yes,Yes,Unknown,Unknown,Not Employed,26.37,4200,Other/Unknown,2,0,2,53,Adult,610 UD-settlement move out,Daly City,94014,,,
600200,9/11/2012,CLJ206358,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Black/African American & White,S,Unknown,Yes,Yes,Yes,Unknown,Employed,82.06,9658,Employment or Self-Employment,1,0,1,39,Adult,611 UD-settlement pay&stay,Daly City,94014,6990 Other housing,,
600200,12/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Native Hawaiian/Pacific Islander: Samoan,S,No,No,Unknown,Unknown,Unknown,Employed,120.12,37200,Employment or Self-Employment,4,2,6,53,Adult,611 UD-settlement pay&stay,Daly City,94014,,,
600200,9/18/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,47.01,11400,Social Security Benefits (All Types),1,3,4,41,Adult,,Daly City,94014,,,
600300,11/13/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Chinese,D,No,No,Unknown,Unknown,Unknown,Not Employed,62.86,12000,Other/Unknown,2,1,3,41,Adult,,Daly City,94014,,,
600401,8/24/2012,CLJ206402,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Tagalog,F,Asian: Filipino,M,Unknown,No,Unknown,Unknown,Yes,Employed,133.07,37804,Employment or Self-Employment,3,2,5,66,Senior (60+),602 Extended time in home before eviction,Daly City,94014,6790 FC Other issues,,
600401,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,60.86,14758,SSI,1,3,4,30,Adult,,Daly City,94014,,,
600402,8/23/2012,CLJ206445,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,120.53,19200,Employment or Self-Employment,2,0,2,29,Adult,602 Extended time in home before eviction,Daly City,94024,,,
600402,10/22/2012,CLJ206833,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Asian: Filipino,P,Unknown,No,Unknown,Yes,Unknown,Employed,226.98,45600,Employment or Self-Employment,1,2,3,42,Adult,609 UD-obtained dismissal,Daly City,94014,,,
600402,7/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Tagalog,M,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,40.63,11544,Other/Unknown,3,2,5,51,Adult,,Daly City,94014,,,
600402,9/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,M,Unknown,No,Unknown,Unknown,Unknown,Could Not Determine,112.99,18000,Employment or Self-Employment,2,0,2,56,Adult,,Daly City,94014,,,
600402,11/5/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,72.89,16800,Employment or Self-Employment,2,2,4,40,Adult,,Daly City,94014,,,
600402,11/6/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,66.00,12600,Employment or Self-Employment,3,Unknown,3,54,Adult,,Daly City,94014,,,
600500,7/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Other,S,Unknown,No,Unknown,Yes,Unknown,Not Employed,80.97,16266,General Assistance,1,2,3,31,Adult,,Daly City,94014,,,
600500,8/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Filipino,P,Unknown,No,Unknown,Yes,Unknown,Not Employed,22.88,7452,Child/Spousal Support,1,5,6,35,Adult,,Daly City,94014,,,
600500,9/18/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,112.57,31980,Employment or Self-Employment,2,3,5,25,Adult,,Daly City,94014,,,
600500,10/23/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Employed,30.52,8244,State Disability Insurance (SDI),2,3,5,35,Adult,,Daly City,94014,,,
600600,7/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Tagalog,M,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,225.99,36000,Employment or Self-Employment,2,0,2,60,Senior (60+),,Daly City,94014,,,
600600,7/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,134.62,32646,Employment or Self-Employment,3,1,4,24,Adult,,Daly City,94015,6790 FC Other issues,,
600600,7/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Native Hawaiian/Pacific Islander: Other Pacific Islander,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,2,2,4,31,Adult,,Daly City,94014,6790 FC Other issues,,
600600,12/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Asian: Filipino,W,No,No,Unknown,Unknown,Unknown,Not Employed,193.38,21600,Unemployment Insurance (UIB),1,0,1,43,Adult,,Daly City,94014,,,
600700,8/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,33.79,9600,Employment or Self-Employment,5,0,5,58,Adult,602 Extended time in home before eviction,Daly City,94014,,,
600700,7/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,7.47,1500,Unemployment Insurance (UIB),2,1,3,41,Adult,,Daly City,94014,6790 FC Other issues,,
600700,7/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,"Not Applicable (business, e.g.)",M,Asian: Vietnamese,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,6,0,6,41,Adult,,Daly City,94014,6790 FC Other issues,,
600700,7/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,Unknown,No,Unknown,Unknown,Yes,Not Employed,127.72,46912,Employment or Self-Employment,6,1,7,62,Senior (60+),,Daly City,94014,,,
600700,8/28/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Tagalog,F,Other,M,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,59.73,12000,Employment or Self-Employment,2,1,3,53,Adult,,Daly City,94014,6990 Other housing,,
600700,9/25/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,1,0,1,44,Adult,,Daly City,94014,6790 FC Other issues,,
600700,9/25/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Not Employed,112.29,17888,Spouse/Partner's Income,2,0,2,71,Senior (60+),,Daly City,94014,6790 FC Other issues,,
600700,10/23/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Employment or Self-Employment,4,Unknown,4,58,Adult,,Daly City,94014,,,
600700,11/26/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,Unknown,No,No,Unknown,Unknown,Unknown,Not Employed,166.56,25200,Employment or Self-Employment,2,0,2,50,Adult,,Daly City,94014,,,
600700,11/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Other,D,No,No,Unknown,Unknown,Unknown,Not Employed,128.92,14400,Other/Unknown,1,0,1,Unknown,Unknown,,Daly City,94014,6790 FC Other issues,,
600800,7/16/2012,CLJ206234,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,D,Unknown,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,1,2,32,Adult,606 UD-lost at trial,Daly City,94015,,,
600800,7/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Tagalog,M,Asian: Unspecified,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,108.82,35444,Spouse/Partner's Income,3,3,6,50,Adult,,Daly City,94015,,,
600800,9/11/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,Unknown,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,13.88,3366,Employment or Self-Employment,2,2,4,33,Adult,,Daly City,94015,,,
600900,10/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,212.80,51604,Employment or Self-Employment,2,2,4,45,Adult,,Daly City,94015,,,
601000,9/4/2012,CLJ206562,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Unknown,M,Asian: Filipino,Unknown,No,No,Unknown,Unknown,Unknown,Not Employed,23.79,3600,Child/Spousal Support,1,1,2,42,Adult,602 Extended time in home before eviction,Daly City,94015,6990 Other housing,,
